date,station,user_type,age,trip_duration_min,temperature_c,humidity_pct,wind_speed_kmh,weather,daily_station_trips,satisfaction_score
2024-05-26,Riverside,student,24.0,25.1,21.7,,12.1,snowy,10,4.0
2024-05-26,University,student,,8.8,19.7,42.3,16.8,sunny,44,4.0
2024-05-26,Riverside,student,29.0,20.8,22.1,39.1,7.8,sunny,43,3.0
2024-05-26,Harbour,student,29.0,11.2,24.6,41.3,15.8,cloudy,42,3.0
2024-05-27,University,casual,33.0,29.0,13.5,,18.7,cloudy,33,
2024-05-27,Hospital,casual,52.0,30.9,22.1,51.2,,sunny,48,
2024-05-27,University,casual,41.0,21.0,18.0,63.3,18.3,rainy,21,4.0
2024-05-28,Harbour,casual,30.0,17.7,19.4,22.7,1.5,sunny,39,2.0
2024-05-29,Harbour,subscriber,41.0,11.5,19.6,,23.1,snowy,9,3.0
2024-05-29,Tech Campus,subscriber,39.0,14.7,16.4,57.6,17.6,cloudy,39,2.0
2024-05-30,Hospital,casual,43.0,15.6,18.8,62.8,19.5,snowy,12,5.0
2024-05-30,Tech Campus,casual,18.0,21.3,20.0,,5.4,rainy,22,2.0
2024-05-30,Central Station,student,26.0,22.9,20.6,44.1,13.4,rainy,18,4.0
2024-05-30,City Park,student,17.0,6.3,22.5,39.7,19.1,cloudy,34,4.0
2024-05-31,Old Town,subscriber,47.0,16.6,21.2,48.3,6.1,sunny,47,4.0
2024-05-31,Shopping Mall,casual,36.0,36.3,26.5,55.8,16.4,snowy,8,5.0
2024-05-31,Shopping Mall,casual,29.0,13.5,24.8,55.3,11.8,cloudy,30,4.0
2024-05-31,Shopping Mall,student,28.0,22.7,16.4,57.0,9.0,cloudy,40,3.0
2024-05-31,Tech Campus,student,19.0,20.4,21.4,46.6,1.8,cloudy,32,4.0
2024-06-01,Harbour,subscriber,22.0,0.1,26.2,47.8,7.8,snowy,14,3.0
2024-06-01,Shopping Mall,subscriber,32.0,15.9,19.7,50.4,11.3,cloudy,38,2.0
2024-06-02,Central Station,student,,19.3,22.6,,6.6,cloudy,37,4.0
2024-06-02,Hospital,subscriber,16.0,15.4,20.3,,11.9,cloudy,39,3.0
2024-06-03,Harbour,subscriber,33.0,23.4,21.5,84.2,16.5,rainy,19,3.0
2024-06-04,Sports Arena,casual,16.0,31.4,19.6,49.8,11.2, sunny,47,
2024-06-05,Sports Arena,subscriber,30.0,5.1,26.4,63.1,16.3,cloudy,30,3.0
2024-06-06,Shopping Mall,casual,36.0,32.7,24.5,55.1,13.4,cloudy,32,4.0
2024-06-06,Sports Arena,subscriber,47.0,19.1,18.5,51.3,20.2,cloudy,27,3.0
2024-06-06,University,subscriber,35.0,10.2,23.1,,16.2,rainy,23,3.0
2024-06-08,Central Station,subscriber,40.0,21.8,24.4,24.6,,cloudy,38,3.0
2024-06-08,City Park,student,23.0,27.7,21.0,,7.0,cloudy,40,
2024-06-08,University,subscriber,36.0,23.9,21.6,40.7,8.0,cloudy,33,3.0
2024-06-08,Hospital,casual,24.0,15.4,19.0,40.5,24.1,cloudy,36,2.0
2024-06-08,Harbour,subscriber,45.0,15.0,22.3,46.1,13.3,snowy,19,
2024-06-08,Harbour,student,24.0,27.2,18.0,46.7,21.8,rainy,23,
2024-06-09,City Park,casual,23.0,4.5,18.7,42.0,10.1,cloudy,26,3.0
2024-06-09,Hospital,subscriber,33.0,11.0,15.8,63.6,17.6,cloudy,33,3.0
2024-06-09,Harbour,subscriber,36.0,10.0,16.0,30.9,10.1,cloudy,22,4.0
2024-06-09,University,subscriber,20.0,22.9,25.1,40.2,12.2,rainy,15,4.0
2024-06-10,Tech Campus,student,22.0,26.7,25.1,39.5,,cloudy,37,3.0
2024-06-10,Shopping Mall,casual,,11.9,27.3,42.8,11.6,rainy,12,3.0
2024-06-11,City Park,subscriber,38.0,12.5,19.7,64.9,,cloudy,34,
2024-06-11,Hospital,subscriber,59.0,7.6,23.7,69.0,12.3,rainy,23,3.0
2024-06-11,Riverside,casual,41.0,14.1,24.7,44.3,16.2,snowy,11,
2024-06-11,Riverside,casual,32.0,9.0,19.0,53.1,,cloudy,44,2.0
2024-06-12,Central Station,student,17.0,15.4,25.6,38.7,13.8,cloudy,28,4.0
2024-06-12,University,casual,43.0,14.0,21.8,52.9,12.2,sunny,42,4.0
2024-06-12,Hospital,subscriber,35.0,13.8,27.7,50.5,12.2,rainy,15,2.0
2024-06-13,Riverside,student,21.0,26.3,24.0,53.6,21.4,sunny,45,3.0
2024-06-13,Tech Campus,subscriber,37.0,12.2,22.2,57.0,,cloudy,42,4.0
2024-06-13,Old Town,subscriber,26.0,13.3,19.6,64.2,5.6,sunny,37,4.0
2024-06-14,Hospital,subscriber,33.0,15.6,21.5,54.6,11.5,cloudy,42,3.0
2024-06-15,City Park,subscriber,38.0,16.4,27.9,32.0,7.4,sunny,62,5.0
2024-06-15,Old Town,student,27.0,8.9,22.7,46.6,21.9,rainy,19,2.0
2024-06-16,Tech Campus,student,27.0,10.0,21.5,51.4,5.4,rainy,32,4.0
2024-06-16,Riverside,casual,16.0,11.8,19.4,53.6,11.6,sunny,52,4.0
2024-06-17,Shopping Mall,casual,16.0,8.7,23.5,54.9,8.2,sunny,35,5.0
2024-06-18,Riverside,casual,42.0,13.4,25.6,58.8,17.4,cloudy,24,3.0
2024-06-18,Sports Arena,casual,25.0,8.6,24.7,50.2,23.9,rainy,25,
2024-06-18,Central Station,subscriber,16.0,16.9,20.7,20.4,11.7,rainy,21,3.0
2024-06-18,Hospital,subscriber,41.0,10.9,19.0,,12.9,rainy,18,2.0
2024-06-18,Old Town,subscriber,25.0,8.0,25.4,56.2,16.8,cloudy,38,4.0
2024-06-19,Hospital,casual,28.0,10.1,23.7,,6.8,snowy,14,
2024-06-20,Harbour,subscriber,39.0,26.5,21.9,58.9,20.8,sunny,44,3.0
2024-06-20,Sports Arena,casual,41.0,8.9,21.7,,10.1,rainy,23,2.0
2024-06-20,Hospital,student,25.0,32.7,23.5,,13.9,rainy,19,3.0
2024-06-20,Sports Arena,casual,40.0,31.8,25.4,49.2,10.2,cloudy,35,4.0
2024-06-21,Harbour,subscriber,64.0,24.0,20.2,39.3,14.8,cloudy,27,4.0
2024-06-21,Harbour,subscriber,16.0,9.8,18.7,31.3,12.5,cloudy,33,3.0
2024-06-21,Riverside,subscriber,48.0,4.2,18.6,53.7,1.6,cloudy,37,3.0
2024-06-21,Central Station,subscriber,,5.6,23.0,37.8,14.6,cloudy,35,
2024-06-21,Shopping Mall,student,25.0,10.9,23.9,49.6,14.8,snowy,8,
2024-06-22,Tech Campus,student,20.0,25.7,20.3,45.6,13.2,sunny,55,2.0
2024-06-22,Hospital,subscriber,63.0,45.6,21.6,51.6,10.3,sunny,57,3.0
2024-06-23,Tech Campus,subscriber,36.0,24.4,27.3,47.3,,cloudy,31,4.0
2024-06-24,Hospital,subscriber,45.0,14.1,20.7,62.1,14.1,rainy,23,2.0
2024-06-24,Harbour,casual,42.0,6.5,18.8,43.9,7.4,cloudy,37,
2024-06-25,Shopping Mall,student,22.0,9.2,22.8,54.3,19.6,cloudy,34,2.0
2024-06-25,Tech Campus,subscriber,44.0,10.8,26.2,40.6,26.6,SUNNY,42,3.0
2024-06-25,Tech Campus,student,23.0,77.4,19.4,57.5,10.4,rainy,15,2.0
2024-06-25,Tech Campus,subscriber,45.0,30.3,17.2,51.9,8.0,snowy,12,4.0
2024-06-26,Shopping Mall,subscriber,33.0,25.4,24.4,54.9,10.5,sunny,39,4.0
2024-06-26,Tech Campus,casual,31.0,11.0,19.9,30.5,1.5,rainy,21,3.0
2024-06-27,Central Station,subscriber,48.0,13.6,18.7,43.4,1.3,snowy,9,4.0
2024-06-27,City Park,subscriber,40.0,21.8,23.4,41.3,21.0,sunny,46,5.0
2024-06-28,Hospital,casual,16.0,20.1,25.6,49.3,21.0,sunny,40,
2024-06-28,City Park,subscriber,38.0,20.1,26.9,61.5,,cloudy,40,3.0
2024-06-28,Old Town,subscriber,26.0,5.7,23.5,43.5,9.0,sunny,47,3.0
2024-06-29,Riverside,casual,22.0,18.9,19.7,31.4,10.8,snowy,21,4.0
2024-06-29,University,casual,39.0,60.4,15.3,,14.3,rainy,19,3.0
2024-06-30,Riverside,subscriber,,7.0,26.7,56.2,11.8,sunny,37,4.0
2024-07-01,City Park,subscriber,44.0,15.5,25.1,65.1,12.1,cloudy,29,3.0
2024-07-02,Hospital,subscriber,35.0,12.0,18.2,37.6,24.2,cloudy,40,4.0
2024-07-03,Tech Campus,casual,35.0,23.8,21.9,30.2,,cloudy,43,4.0
2024-07-04,Tech Campus,subscriber,35.0,15.8,18.2,37.4,13.0,rainy,16,4.0
2024-07-04,City Park,subscriber,22.0,40.0,25.0,33.7,14.8,rainy,16,4.0
2024-07-04,Old Town,subscriber,36.0,9.9,16.5,58.2,25.3,sunny,41,3.0
2024-07-05,City Park,subscriber,41.0,19.3,25.5,,,rainy,16,2.0
2024-07-05,University,subscriber,58.0,6.4,22.4,64.2,,snowy,12,3.0
2024-07-05,University,casual,42.0,19.5,17.1,47.3,6.0,cloudy,26,3.0
2024-07-05,Sports Arena,casual,24.0,19.9,16.7,43.8,5.5,sunny,42,4.0
2024-07-06,Old Town,subscriber,43.0,35.2,24.5,39.4,8.6,cloudy,31,3.0
2024-07-06,Shopping Mall,subscriber,49.0,22.3,26.0,37.6,15.6,sunny,49,4.0
2024-07-06,Shopping Mall,subscriber,45.0,6.8,25.0,47.0,9.2,sunny,50,4.0
2024-07-07,Old Town,subscriber,53.0,2.9,23.6,44.0,5.6,sunny,39,5.0
2024-07-07,Riverside,student,23.0,11.0,18.9,42.5,10.2,rainy,24,3.0
2024-07-08,City Park,subscriber,65.0,4.8,18.7,65.2,15.8,cloudy,38,4.0
2024-07-08,Shopping Mall,subscriber,31.0,9.2,19.6,45.5,19.4,snowy,7,4.0
2024-07-08,Shopping Mall,student,26.0,10.4,20.0,38.9,11.9,cloudy,34,
2024-07-08,Riverside,subscriber,,5.3,20.4,46.9,,cloudy,35,4.0
2024-07-08,City Park,casual,26.0,12.2,22.3,55.6,9.4,snowy,10,3.0
2024-07-08,Old Town,casual,40.0,25.3,17.8,40.9,22.4,cloudy,38,
2024-07-09,Old Town,casual,41.0,8.2,20.7,60.0,28.1,sunny,43,4.0
2024-07-09,Hospital,casual,,30.3,21.9,,18.8,rainy,22,
2024-07-09,Sports Arena,subscriber,32.0,37.8,19.5,60.7,3.0,sunny,35,4.0
2024-07-10,Harbour,casual,16.0,45.7,21.0,49.4,7.4,snowy,12,
2024-07-10,Harbour,casual,49.0,39.4,14.4,56.3,,cloudy,41,
2024-07-10,City Park,subscriber,28.0,42.8,22.8,48.1,8.2,sunny,48,3.0
2024-07-10,Tech Campus,student,16.0,19.2,18.3,60.3,19.7,cloudy,39,4.0
2024-07-10,Harbour,subscriber,34.0,16.9,24.2,49.2,14.8,sunny,33,5.0
2024-07-10,Harbour,casual,27.0,12.2,23.5,36.0,12.0,rainy,16,
2024-07-12,Hospital,casual,53.0,5.6,22.2,37.4,,sunny,40,
2024-07-12,City Park,subscriber,44.0,15.9,17.3,64.3,9.7,cloudy,34,4.0
2024-07-13,Hospital,casual,21.0,7.2,25.0,48.1,13.5,rainy,16,2.0
2024-07-14,Shopping Mall,student,22.0,30.2,19.3,52.1,9.8,cloudy,32,4.0
2024-07-14,Old Town,casual,27.0,8.8,17.3,45.5,11.2,cloudy,32,
2024-07-15,Tech Campus,subscriber,40.0,48.1,19.3,53.3,17.0,cloudy,31,2.0
2024-07-15,Shopping Mall,casual,31.0,15.5,20.6,59.1,11.3,rainy,20,3.0
2024-07-16,Hospital,subscriber,24.0,18.3,19.9,49.4,10.3,cloudy,50,2.0
2024-07-16,Shopping Mall,casual,16.0,3.1,19.9,56.5,9.4,rainy,22,4.0
2024-07-16,Sports Arena,subscriber,22.0,13.9,19.5,59.6,10.5,cloudy,33,3.0
2024-07-17,Sports Arena,student,23.0,29.3,27.2,51.4,7.0,cloudy,32,
2024-07-19,Sports Arena,subscriber,41.0,3.5,16.8,53.0,17.3,sunny,49,5.0
2024-07-19,City Park,subscriber,58.0,22.0,20.5,49.3,12.4,rainy,22,3.0
2024-07-19,Sports Arena,casual,37.0,26.3,13.9,35.9,21.6,cloudy,35,4.0
2024-07-20,Tech Campus,student,27.0,14.2,19.1,35.9,,rainy,20,2.0
2024-07-20,Central Station,casual,20.0,7.7,17.4,57.6,15.9,sunny,47,4.0
2024-07-20,Hospital,subscriber,22.0,9.5,21.7,48.1,20.1,rainy,14,5.0
2024-07-21,Harbour,subscriber,46.0,15.4,17.2,55.5,2.3,cloudy,39,4.0
2024-07-21,Hospital,subscriber,27.0,11.9,22.6,50.9,9.7,SUNNY,58,3.0
2024-07-22,Harbour,subscriber,16.0,14.8,19.6,47.0,0.2,cloudy,34,
2024-07-23,Riverside,subscriber,32.0,10.4,21.8,63.6,,sunny,36,4.0
2024-07-24,Hospital,subscriber,42.0,10.1,24.7,68.7,14.9,rainy,19,4.0
2024-07-24,Central Station,student,31.0,9.6,18.1,46.0,5.6,sunny,53,4.0
2024-07-25,Shopping Mall,student,,7.9,19.6,51.7,15.5,cloudy,36,
2024-07-25,Tech Campus,student,20.0,8.3,20.7,60.3,8.3,cloudy,35,2.0
2024-07-26,Sports Arena,casual,31.0,12.6,19.3,55.6,9.9,cloudy,35,
2024-07-26,City Park,casual,44.0,6.9,17.6,54.5,18.1,rainy,17,2.0
2024-07-26,Shopping Mall,subscriber,,16.8,21.9,59.3,3.7,cloudy,34,3.0
2024-07-30,Harbour,casual,29.0,22.3,17.6,41.0,9.6,rainy,18,3.0
2024-07-31,University,casual,25.0,40.3,18.3,57.0,21.4,rainy,23,3.0
2024-07-31,City Park,subscriber,43.0,18.0,21.1,48.6,14.1,rainy,19,4.0
2024-08-01,Central Station,casual,32.0,43.1,17.5,,20.6,rainy,17,
2024-08-02,Harbour,subscriber,31.0,20.9,19.4,44.0,15.9,cloudy,34,4.0
2024-08-02,Central Station,subscriber,27.0,11.6,19.6,36.9,19.8,sunny,37,4.0
2024-08-02,Old Town,student,18.0,23.7,24.8,46.3,17.2,sunny,54,3.0
2024-08-02,Riverside,student,19.0,27.3,22.2,50.0,11.7,sunny,46,4.0
2024-08-02,Sports Arena,casual,,10.8,25.1,38.8,26.0,sunny,45,3.0
2024-08-03,Sports Arena,subscriber,39.0,12.4,18.1,43.0,,rainy,20,2.0
2024-08-04,Central Station,student,26.0,12.1,16.0,60.0,12.1,cloudy,35,4.0
2024-08-04,Shopping Mall,casual,49.0,14.2,14.6,43.7,15.6,cloudy,36,3.0
2024-08-04,Hospital,subscriber,31.0,17.5,17.4,49.9,,sunny,43,
2024-08-04,Tech Campus,subscriber,33.0,12.2,15.8,63.5,4.4,rainy,22,4.0
2024-08-04,Old Town,subscriber,42.0,7.1,20.7,49.4,2.4,Sunny,40,5.0
2024-08-04,Shopping Mall,subscriber,46.0,38.5,17.6,49.9,6.0,cloudy,28,4.0
2024-08-05,Harbour,subscriber,44.0,9.1,20.6,51.4,11.9,sunny,55,5.0
2024-08-05,Tech Campus,student,21.0,35.5,19.5,47.2,6.8,cloudy,43,5.0
2024-08-05,City Park,student,24.0,12.3,21.3,50.8,,cloudy,43,
2024-08-05,Old Town,subscriber,,5.8,20.2,60.7,26.6,cloudy,35,3.0
2024-08-07,Riverside,casual,21.0,5.3,15.3,65.3,,cloudy,35,3.0
2024-08-07,Old Town,Subscriber,26.0,10.1,20.6,,8.5,snowy,17,4.0
2024-08-07,Central Station,casual,29.0,13.7,18.7,51.0,16.4,sunny,37,4.0
2024-08-07,Hospital,subscriber,45.0,11.4,17.7,53.0,10.7,sunny,52,4.0
2024-08-07,Shopping Mall,casual,21.0,19.6,17.1,57.6,16.1,cloudy,40,3.0
2024-08-07,University,student,24.0,18.0,20.6,43.1,14.6,sunny,43,4.0
2024-08-08,Tech Campus,subscriber,31.0,21.7,12.4,29.7,9.0,cloudy,38,3.0
2024-08-09,Hospital,casual,39.0,38.7,20.3,35.2,8.2,cloudy,36,2.0
2024-08-09,University,student,20.0,33.9,13.7,76.0,10.9,sunny,46,4.0
2024-08-09,Harbour,subscriber,48.0,34.2,14.7,56.6,13.9,sunny,43,4.0
2024-08-10,Riverside,subscriber,34.0,19.0,18.8,60.3,17.0,cloudy,32,4.0
2024-08-10,Tech Campus,student,22.0,20.6,15.7,63.5,9.1,cloudy,29,
2024-08-10,Riverside,subscriber,39.0,9.5,14.9,44.2,11.6,rainy,25,3.0
2024-08-10,University,casual,31.0,28.2,14.1,35.8,13.6,sunny,46,
2024-08-11,Central Station,subscriber,39.0,39.8,18.0,32.9,,sunny,41,
2024-08-11,University,student,25.0,36.1,16.8,35.1,14.8,sunny,41,
2024-08-11,Sports Arena,subscriber,38.0,11.4,19.0,38.3,18.3,cloudy,42,3.0
2024-08-11,Old Town,student,21.0,7.2,19.5,51.8,21.1,rainy,21,3.0
2024-08-12,City Park,subscriber,50.0,13.2,16.2,50.0,12.5,cloudy,38,4.0
2024-08-12,Hospital,casual,20.0,16.3,19.4,40.2,10.4,cloudy,36,3.0
2024-08-12,City Park,subscriber,39.0,9.8,16.4,45.6,24.2,rainy,17,3.0
2024-08-13,Harbour,student,22.0,12.1,17.4,59.9,7.2,cloudy,35,3.0
2024-08-13,Tech Campus,subscriber,43.0,17.2,20.3,62.4,18.5,rainy,19,4.0
2024-08-14,Riverside,casual,,22.9,17.6,68.9,15.3,rainy,26,3.0
2024-08-14,Old Town,student,22.0,29.7,16.0,33.6,14.5,sunny,32,3.0
2024-08-14,Sports Arena,subscriber,35.0,28.2,18.3,61.7,,rainy,18,1.0
2024-08-14,Old Town,subscriber,42.0,11.6,13.2,55.1,8.1,cloudy,40,4.0
2024-08-15,Riverside,student,22.0,16.7,21.9,,8.6,rainy,15,4.0
2024-08-16,University,casual,23.0,11.8,18.4,65.8,10.1,snowy,9,5.0
2024-08-16,Hospital,subscriber,46.0,24.1,16.7,68.1,10.6,sunny,52,4.0
2024-08-16,Shopping Mall,subscriber,35.0,4.6,20.8,51.2,14.6,cloudy,45,3.0
2024-08-17,Riverside,subscriber,38.0,2.8,20.5,60.9,20.2,cloudy,46,4.0
2024-08-17,Sports Arena,subscriber,47.0,8.3,20.4,43.8,15.8,sunny,52,5.0
2024-08-18,Old Town,subscriber,29.0,24.2,16.4,59.7,11.8,rainy,28,3.0
2024-08-18,Tech Campus,subscriber,31.0,40.8,12.6,60.4,,cloudy,25,3.0
2024-08-18,Central Station,student,24.0,11.5,17.9,40.2,12.6,cloudy,27,4.0
2024-08-18,Hospital,casual,35.0,11.4,13.7,74.2,,sunny,52,3.0
2024-08-20,Hospital,casual,18.0,11.8,14.0,41.8,13.4,sunny,41,4.0
2024-08-20,University,student,16.0,42.1,17.3,54.8,16.2,cloudy,37,3.0
2024-08-20,Riverside,subscriber,40.0,15.2,18.3,,14.6,cloudy,41,3.0
2024-08-20,Harbour,subscriber,27.0,14.1,11.1,64.0,9.4,sunny,41,4.0
2024-08-20,University,subscriber,42.0,14.5,11.2,43.9,,sunny,36,4.0
2024-08-20,University,student,24.0,5.0,13.8,67.7,14.1,snowy,15,4.0
2024-08-21,University,casual,41.0,16.6,18.3,66.8,8.6,rainy,21,2.0
2024-08-22,City Park,subscriber,39.0,16.1,16.6,60.9,19.8,rainy,22,3.0
2024-08-23,Harbour,subscriber,16.0,19.2,11.5,56.3,7.7,cloudy,36,1.0
2024-08-23,Sports Arena,student,25.0,7.7,14.7,,14.6,rainy,29,2.0
2024-08-24,City Park,subscriber,31.0,8.2,22.7,47.3,21.3,rainy,22,3.0
2024-08-24,Tech Campus,subscriber,40.0,10.3,17.4,54.0,19.7,cloudy,38,4.0
2024-08-24,University,subscriber,27.0,29.5,13.5,49.7,15.9,rainy,15,
2024-08-25,City Park,student,24.0,6.7,13.2,,17.7,rainy,23,3.0
2024-08-25,City Park,subscriber,36.0,-5.0,14.2,45.8,16.7,cloudy,36,3.0
2024-08-26,University,subscriber,27.0,12.8,13.6,56.5,17.7,cloudy,35,4.0
2024-08-26,Shopping Mall,student,20.0,8.9,13.9,28.2,7.1,sunny,42,3.0
2024-08-26,Sports Arena,casual,42.0,11.7,14.2,66.2,13.7,rainy,24,3.0
2024-08-27,Tech Campus,subscriber,29.0,5.0,14.3,60.3,14.9,sunny,48,4.0
2024-08-27,Central Station,subscriber,42.0,6.4,13.3,,0.3,rainy,22,4.0
2024-08-28,Hospital,student,29.0,8.7,13.9,60.9,18.0,cloudy,39,4.0
2024-08-29,Tech Campus,student,22.0,14.7,15.3,58.1,14.0,sunny,28,4.0
2024-08-29,Harbour,subscriber,48.0,8.2,9.1,57.0,16.0,cloudy,40,4.0
2024-08-29,University,casual,36.0,33.0,16.1,53.2,20.0,rainy,14,3.0
2024-08-29,Sports Arena,subscriber,44.0,12.8,15.2,,7.0,rainy,17,3.0
2024-08-30,University,casual,42.0,20.5,15.1,47.8,15.5,rainy,23,3.0
2024-08-31,Hospital,subscriber,49.0,15.2,13.9,60.4,11.6,cloudy,33,3.0
2024-09-02,Hospital,subscriber,41.0,22.4,13.5,52.8,6.9,sunny,52,3.0
2024-09-02,Riverside,casual,23.0,13.8,13.1,52.6,11.1,sunny,44,
2024-09-03,Sports Arena,subscriber,,3.2,13.3,35.0,5.4,sunny,41,5.0
2024-09-03,Sports Arena,student,25.0,16.7,15.8,,,snowy,13,4.0
2024-09-03,City Park,subscriber,33.0,12.3,17.9,55.6,11.6,cloudy,33,2.0
2024-09-03,Shopping Mall,subscriber,,14.2,11.7,53.6,12.6,rainy,18,4.0
2024-09-05,University,casual,,0.0,14.2,44.7,11.3,snowy,11,4.0
2024-09-05,Tech Campus,student,24.0,37.1,16.8,73.5,16.3,cloudy,34,3.0
2024-09-06,Hospital,subscriber,48.0,16.7,13.2,47.8,,cloudy,39,2.0
2024-09-06,Riverside,subscriber,18.0,6.6,14.3,60.6,10.0,sunny,39,5.0
2024-09-06,Harbour,subscriber,38.0,10.7,15.2,45.9,,sunny,32,4.0
2024-09-07,Riverside,casual,31.0,15.5,14.5,,5.5,rainy,21,
2024-09-07,Old Town,subscriber,34.0,11.8,15.8,66.8,15.3,rainy,22,3.0
2024-09-08,Central Station,subscriber,20.0,16.3,11.9,68.7,6.2,cloudy,36,3.0
2024-09-08,Central Station,subscriber,40.0,23.3,8.1,50.5,23.4,cloudy,36,3.0
2024-09-08,Hospital,subscriber,44.0,12.2,16.0,61.4,8.1,snowy,10,
2024-09-08,Riverside,subscriber,,24.0,16.4,66.6,13.3,sunny,43,3.0
2024-09-08,Hospital,subscriber,49.0,9.1,10.3,72.0,12.9,cloudy,36,3.0
2024-09-08,Old Town,casual,25.0,47.5,7.3,56.8,0.1,cloudy,26,
2024-09-08,Tech Campus,subscriber,46.0,8.0,12.5,,13.0,snowy,16,3.0
2024-09-09,Sports Arena,subscriber,30.0,30.8,12.2,50.5,,cloudy,35,4.0
2024-09-09,Harbour,subscriber,44.0,21.5,11.2,52.7,9.8,sunny,58,3.0
2024-09-09,Sports Arena,subscriber,40.0,3.4,11.7,51.0,12.8,snowy,15,3.0
2024-09-09,City Park,casual,,27.0,18.5,42.1,23.4,snowy,21,
2024-09-09,Sports Arena,subscriber,48.0,16.3,9.3,68.7,9.5,cloudy,34,3.0
2024-09-10,Tech Campus,subscriber,45.0,9.1,11.4,41.4,23.7,sunny,54,2.0
2024-09-10,Central Station,subscriber,43.0,18.8,8.5,55.8,12.4,sunny,41,3.0
2024-09-10,University,casual,,25.8,14.4,76.9,8.6,cloudy,32,3.0
2024-09-11,Hospital,subscriber,22.0,21.5,8.3,67.4,10.0,cloudy,36,4.0
2024-09-11,Old Town,casual,32.0,14.5,10.4,48.6,13.9,cloudy,34,4.0
2024-09-11,Riverside,subscriber,,6.4,12.3,65.9,9.5,cloudy,33,2.0
2024-09-12,Hospital,casual,31.0,20.6,13.1,63.9,,sunny,41,3.0
2024-09-12,Shopping Mall,casual,36.0,48.6,10.3,63.5,16.1,cloudy,42,4.0
2024-09-13,Hospital,casual,16.0,25.5,9.1,59.7,23.6,cloudy,40,3.0
2024-09-13,Central Station,subscriber,46.0,15.6,11.8,45.4,11.8,cloudy,29,2.0
2024-09-14,Tech Campus,casual,28.0,7.0,8.6,43.0,14.7,cloudy,34,2.0
2024-09-14,Hospital,subscriber,44.0,33.9,11.4,51.9,17.2,cloudy,38,2.0
2024-09-15,Central Station,subscriber,44.0,9.9,10.4,60.0,3.4,sunny,51,4.0
2024-09-15,Sports Arena,subscriber,,13.4,16.4,48.6,10.7,cloudy,38,3.0
2024-09-15,Central Station,casual,35.0,12.0,8.7,43.3,16.7,rainy,21,
2024-09-15,University,subscriber,48.0,28.7,13.3,54.9,10.2,sunny,42,4.0
2024-09-15,City Park,subscriber,31.0,19.0,12.3,43.6,18.5,sunny,38,5.0
2024-09-16,Shopping Mall,subscriber,27.0,15.3,11.1,60.8,3.1,cloudy,35,4.0
2024-09-16,Hospital,subscriber,49.0,28.8,11.6,40.3,16.4,sunny,56,4.0
2024-09-17,Harbour,subscriber,45.0,38.9,10.6,,19.3,rainy,14,3.0
2024-09-18,Tech Campus,subscriber,37.0,7.7,11.9,53.8,13.5,sunny,44,4.0
2024-09-19,Tech Campus,subscriber,37.0,23.6,11.5,69.9,3.0,cloudy,30,4.0
2024-09-20,Riverside,student,25.0,15.9,14.0,77.3,10.4,cloudy,33,3.0
2024-09-20,Old Town,subscriber,21.0,15.0,5.1,40.6,6.5,cloudy,33,2.0
2024-09-20,Tech Campus,casual,18.0,6.4,9.2,50.7,20.1,rainy,17,3.0
2024-09-20,University,student,,16.1,7.3,57.6,19.0,sunny,43,5.0
2024-09-20,City Park,casual,,16.2,13.5,57.1,12.1,snowy,7,3.0
2024-09-21,Riverside,subscriber,30.0,24.9,11.4,,,rainy,25,4.0
2024-09-21,Tech Campus,subscriber,50.0,6.6,10.8,,2.1,snowy,13,4.0
2024-09-23,Riverside,casual,28.0,22.7,7.5,59.9,22.2,cloudy,27,3.0
2024-09-23,Harbour,casual,27.0,41.0,4.8,53.4,8.3,sunny,54,3.0
2024-09-24,Sports Arena,student,23.0,23.7,12.3,42.9,1.1,snowy,17,2.0
2024-09-24,Sports Arena,subscriber,40.0,35.8,4.8,59.4,11.1,sunny,41,4.0
2024-09-24,Tech Campus,casual,43.0,15.3,11.8,71.1,12.9,rainy,17,3.0
2024-09-24,Harbour,casual,47.0,22.2,8.5,64.3,7.7,sunny,44,
2024-09-24,Tech Campus,casual,16.0,5.7,7.4,53.8,8.3,cloudy,35,4.0
2024-09-25,Central Station,student,25.0,25.0,10.9,63.1,14.0,snowy,15,3.0
2024-09-26,Riverside,subscriber,51.0,15.2,7.1,49.9,12.0,cloudy,39,4.0
2024-09-27,City Park,subscriber,,8.5,7.2,67.0,13.2,cloudy,37,4.0
2024-09-27,Harbour,casual,29.0,28.9,7.9,53.1,19.8,cloudy,31,
2024-09-27,Old Town,student,26.0,35.4,8.8,57.0,18.3,cloudy,33,
2024-09-27,Harbour,student,21.0,74.2,12.7,52.0,2.9,snowy,15,3.0
2024-09-28,City Park,subscriber,32.0,8.9,10.3,59.3,1.0,sunny,48,4.0
2024-09-28,Riverside,casual,35.0,31.3,9.0,51.7,17.2,rainy,21,3.0
2024-09-29,University,casual,29.0,66.9,9.6,40.6,16.2,cloudy,26,
2024-09-29,Sports Arena,subscriber,40.0,6.9,7.8,62.1,11.0,sunny,37,4.0
2024-09-30,Central Station,subscriber,28.0,10.7,7.0,42.0,9.6,rainy,20,3.0
2024-10-01,Hospital,casual,32.0,13.5,8.4,58.4,14.7,rainy,25,4.0
2024-10-01,Hospital,casual,39.0,7.8,7.9,46.0,,cloudy,40,4.0
